date,regime,sym,pick_order,score_rank,weight,fwd
2015-08-05,SIDEWAYS,WELSPUNLIV.NS,1,1,0.3333333333333333,-0.22204489510273617
2015-08-05,SIDEWAYS,TATAELXSI.NS,2,2,0.3333333333333333,0.006563021118767056
2015-08-05,SIDEWAYS,BRITANNIA.NS,3,7,0.3333333333333333,-0.048969561615477164
2015-09-03,BEAR,CHENNPETRO.NS,1,1,0.5,0.049724079728381554
2015-09-03,BEAR,JUBLPHARMA.NS,2,2,0.5,0.14909597825017884
2015-10-07,BEAR,CHENNPETRO.NS,1,1,0.5,-0.19166586017315113
2015-10-07,BEAR,WELSPUNLIV.NS,2,2,0.5,-0.1606145179942846
2015-11-06,BEAR,JUBLPHARMA.NS,1,1,0.5,0.06549158008177591
2015-11-06,BEAR,INTELLECT.NS,2,2,0.5,0.05621588258692678
2015-12-10,BEAR,JUBLPHARMA.NS,1,1,0.5,-0.05480393877128409
2015-12-10,BEAR,INTELLECT.NS,2,2,0.5,-0.05062940269220961
2016-01-11,BEAR,TRIVENI.NS,1,1,0.5,-0.18650189601613487
2016-01-11,BEAR,GODFRYPHLP.NS,2,2,0.5,-0.22512124696992564
2016-02-10,BEAR,TVSMOTOR.NS,1,1,0.5,0.0011353094538471015
2016-02-10,BEAR,BALRAMCHIN.NS,2,2,0.5,0.14094541119969417
2016-03-11,BEAR,BALRAMCHIN.NS,1,1,0.5,0.1338960570089216
2016-03-11,BEAR,MANAPPURAM.NS,2,2,0.5,0.1340602461347915
2016-04-13,BEAR,JSWSTEEL.NS,1,1,0.5,-0.019928611718306843
2016-04-13,BEAR,MANAPPURAM.NS,2,2,0.5,0.27548701145540666
2016-05-17,SIDEWAYS,JSWSTEEL.NS,1,1,0.3333333333333333,0.0833875314053083
2016-05-17,SIDEWAYS,MANAPPURAM.NS,2,2,0.3333333333333333,0.1783281088891122
2016-05-17,SIDEWAYS,BALRAMCHIN.NS,3,3,0.3333333333333333,0.039397033584448904
2016-06-15,BULL,HSCL.NS,1,1,0.05955230511619348,0.215465504867824
2016-06-15,BULL,MANAPPURAM.NS,2,2,0.052105351865868066,0.28098639386909774
2016-06-15,BULL,YESBANK.NS,3,3,0.12231629870209342,0.09912989574155873
2016-06-15,BULL,JSWSTEEL.NS,4,4,0.14093329348711814,0.17250189224830903
2016-06-15,BULL,BIOCON.NS,5,5,0.10859623848848456,-0.023882509135535135
2016-06-15,BULL,BALRAMCHIN.NS,6,6,0.07175106296687023,0.07626107572657315
2016-06-15,BULL,HINDZINC.NS,7,7,0.11230217198310873,0.11917747325939176
2016-06-15,BULL,CHOLAFIN.NS,8,8,0.09171218752724336,0.03666969287948363
2016-06-15,BULL,BAJFINANCE.NS,9,10,0.11033061740547423,0.13601198230170097
2016-06-15,BULL,PIDILITIND.NS,10,13,0.1304004724575459,0.032480446927374285
2016-07-15,BULL,HSCL.NS,1,1,0.04861122082572979,-0.016064538912878623
2016-07-15,BULL,JSWSTEEL.NS,2,2,0.13018625237547762,0.0664271440197175
2016-07-15,BULL,YESBANK.NS,3,3,0.11105571126016023,0.09615980521425715
2016-07-15,BULL,MANAPPURAM.NS,4,4,0.044294269592024246,0.1800025170650461
2016-07-15,BULL,HINDZINC.NS,5,5,0.09661790633799557,0.16190512960022407
2016-07-15,BULL,CHOLAFIN.NS,6,8,0.08508526656746171,0.16035725830392167
2016-07-15,BULL,CENTRALBK.NS,7,9,0.07782631866611674,-0.0155265957633941
2016-07-15,BULL,HEROMOTOCO.NS,8,11,0.1274075972621544,0.012549497824413837
2016-07-15,BULL,M&M.NS,9,13,0.15230696624024626,-0.008279290774136581
2016-07-15,BULL,PIDILITIND.NS,10,14,0.12660849087263357,-0.01299438280005538
2016-08-16,BULL,MANAPPURAM.NS,1,1,0.07874813417427526,0.09528343302628528
2016-08-16,BULL,YESBANK.NS,2,2,0.17876719225231322,-0.09864456118246057
2016-08-16,BULL,HINDALCO.NS,3,3,0.09614260315528629,-0.07369125281861455
2016-08-16,BULL,VEDL.NS,4,4,0.08034276778091581,-0.044785853167142564
2016-08-16,BULL,VGUARD.NS,5,6,0.11805340165275441,0.07634766725877662
2016-08-16,BULL,DLF.NS,6,10,0.10156963089859958,-0.11640668795275455
2016-08-16,BULL,LTF.NS,7,12,0.1162137401427655,-0.002
2016-08-16,BULL,INDIANB.NS,8,16,0.055548944003765116,0.057326085538980776
2016-08-16,BULL,BIOCON.NS,9,17,0.09193363957902674,0.0959972253589576
2016-08-16,BULL,CGPOWER.NS,10,18,0.08267994636029807,-0.05959153553106544
2016-09-16,BULL,MANAPPURAM.NS,1,1,0.06496825795334304,0.07460015687161747
2016-09-16,BULL,VGUARD.NS,2,2,0.09004254390014144,0.010851787429822403
2016-09-16,BULL,BIOCON.NS,3,6,0.07070665331097345,0.08687068282353816
2016-09-16,BULL,MARUTI.NS,4,8,0.11757451087852819,0.0036160379268859195
2016-09-16,BULL,BAJAJFINSV.NS,5,9,0.08159982512372595,0.15901616380645622
2016-09-16,BULL,LTF.NS,6,10,0.08507666012621036,0.09264564597738767
2016-09-16,BULL,HINDPETRO.NS,7,11,0.08626021743619182,0.11052650534017117
2016-09-16,BULL,CGPOWER.NS,8,20,0.09241416446996173,-0.06372849394237057
2016-09-16,BULL,JSWSTEEL.NS,9,21,0.11539113984962703,0.011531782929849356
2016-09-16,BULL,HDFCBANK.NS,10,22,0.19596602695129703,-0.03243495613291936
2016-10-19,SIDEWAYS,MANAPPURAM.NS,1,1,0.3333333333333333,-0.2719804924536362
2016-10-19,SIDEWAYS,VEDL.NS,2,2,0.3333333333333333,-0.002595552214649797
2016-10-19,SIDEWAYS,HSCL.NS,3,3,0.3333333333333333,-0.22265706054814038
2016-11-21,BEAR,INDIANB.NS,1,1,0.5,-0.12397551678650287
2016-11-21,BEAR,VEDL.NS,2,2,0.5,0.13853389107304515
2016-12-20,BEAR,BLS.NS,1,1,0.5,-0.00910033635325169
2016-12-20,BEAR,VEDL.NS,2,2,0.5,0.0871263967984568
2017-01-18,SIDEWAYS,BLS.NS,1,1,0.3333333333333333,-0.026068954720269266
2017-01-18,SIDEWAYS,JUBLPHARMA.NS,2,2,0.3333333333333333,0.008091695720929383
2017-01-18,SIDEWAYS,IOC.NS,3,8,0.3333333333333333,0.14216502466565606
2017-02-17,BULL,MGL.NS,1,1,0.1281174548010771,0.03514670013524568
2017-02-17,BULL,IGL.NS,2,2,0.135388948311301,-0.03620383333103927
2017-02-17,BULL,TATACOMM.NS,3,3,0.0896630850060767,-0.03404357613607123
2017-02-17,BULL,IOC.NS,4,5,0.10386870606487279,-0.03444629987149428
2017-02-17,BULL,GAIL.NS,5,8,0.11671778799341348,-0.03767234792685836
2017-02-17,BULL,TVSMOTOR.NS,6,9,0.1095247317149394,0.01461210876173036
2017-02-17,BULL,VEDL.NS,7,10,0.07990283327759452,-0.010920094553486635
2017-02-17,BULL,AEGISLOG.NS,8,11,0.054934165746987604,0.01158151229201865
2017-02-17,BULL,BIOCON.NS,9,19,0.10565378861762777,0.024914605249984234
2017-02-17,BULL,INDIANB.NS,10,20,0.07622849846610968,-0.11660480256615535
2017-03-22,BULL,JSL.NS,1,1,0.05863573143096035,0.060367085434955614
2017-03-22,BULL,BALKRISIND.NS,2,2,0.10814922357290528,0.003929155432841782
2017-03-22,BULL,RBLBANK.NS,3,4,0.10528542051652763,0.12354901390701412
2017-03-22,BULL,VEDL.NS,4,5,0.0923359209965204,-0.05271514975902747
2017-03-22,BULL,TATACOMM.NS,5,7,0.1124273079702738,-0.027755500284395773
2017-03-22,BULL,NATIONALUM.NS,6,8,0.06711703345354471,-0.09260177763812394
2017-03-22,BULL,RECLTD.NS,7,13,0.09967432187342798,0.2511953454215783
2017-03-22,BULL,IOC.NS,8,14,0.12333155700196033,0.1435384681596623
2017-03-22,BULL,BAJAJFINSV.NS,9,17,0.10018283133156322,0.06224293388111768
2017-03-22,BULL,TVSMOTOR.NS,10,23,0.13286065185231627,0.123608524207093
2017-04-24,BULL,ITI.NS,1,1,0.04732511935302268,-0.19240765922418313
2017-04-24,BULL,RBLBANK.NS,2,2,0.09608403090686987,-0.07213666077962788
2017-04-24,BULL,CESC.NS,3,3,0.14461337348376224,-0.0444262976672789
2017-04-24,BULL,ADANIENT.NS,4,4,0.060312225698373585,-0.2119298873928822
2017-04-24,BULL,KEI.NS,5,8,0.07817600114502249,-0.06953319462328456
2017-04-24,BULL,ADANIENSOL.NS,6,9,0.060753249105707105,0.22975712925263014
2017-04-24,BULL,BEL.NS,7,12,0.1291830847850808,-0.08425572861148056
2017-04-24,BULL,HDFCBANK.NS,8,15,0.20739882161364395,0.01998213208573918
2017-04-24,BULL,RECLTD.NS,9,17,0.08884023295189937,0.021555015464693073
2017-04-24,BULL,GMRAIRPORT.NS,10,38,0.0873138609566179,-0.20473971458580276
2017-05-24,BULL,ESCORTS.NS,1,1,0.06745145013293122,0.17745950561157553
2017-05-24,BULL,JMFINANCIL.NS,2,2,0.06410751741217997,0.06666570634398838
2017-05-24,BULL,IOC.NS,3,5,0.1011463581031444,-0.08805305841148281
2017-05-24,BULL,TVSMOTOR.NS,4,6,0.10417775712594471,0.03133303039764446
2017-05-24,BULL,HDFCBANK.NS,5,8,0.16980491032589604,0.08177211450708599
2017-05-24,BULL,INDUSINDBK.NS,6,9,0.15407002047052967,0.05250638729789281
2017-05-24,BULL,MARUTI.NS,7,10,0.1122871732492218,0.06298888150224147
2017-05-24,BULL,VOLTAS.NS,8,12,0.09388174383097249,0.04100124731933219
2017-05-24,BULL,SAMMAANCAP.NS,9,13,0.07478944600247033,0.07011573061603338
2017-05-24,BULL,RECLTD.NS,10,18,0.05828362334670934,-0.13984090655676484
2017-06-22,BULL,ESCORTS.NS,1,1,0.06748243321671205,-0.0800511915750799
2017-06-22,BULL,IIFL.NS,2,2,0.05312975385024868,-0.028914247512025093
2017-06-22,BULL,HDFCBANK.NS,3,3,0.15420321563557762,0.026639321651156234
2017-06-22,BULL,LTF.NS,4,6,0.07777650830748167,0.05824114543990544
2017-06-22,BULL,SAMMAANCAP.NS,5,8,0.07438534953822108,0.03659101432926959
2017-06-22,BULL,INDUSINDBK.NS,6,10,0.13659238382035363,0.044806250404369585
2017-06-22,BULL,MARUTI.NS,7,15,0.10936244090299294,0.03059231007001917
2017-06-22,BULL,TVSMOTOR.NS,8,18,0.09673325941437964,0.06214759204227138
2017-06-22,BULL,PIDILITIND.NS,9,23,0.11428896983982678,-0.009516093684460934
2017-06-22,BULL,ASIANPAINT.NS,10,26,0.11604568547420588,-0.007849207324218897
2017-07-24,BULL,HDFCBANK.NS,1,1,0.2039012589042966,0.0195259981446263
2017-07-24,BULL,IIFL.NS,2,2,0.060343377177279445,-0.003092849936674911
2017-07-24,BULL,TVSMOTOR.NS,3,3,0.12570339532229433,0.010644950611763184
2017-07-24,BULL,RELIANCE.NS,4,4,0.10876311109907265,-0.02255407565355283
2017-07-24,BULL,BAJFINANCE.NS,5,5,0.08272679175504838,0.11187221626236754
2017-07-24,BULL,KEC.NS,6,6,0.06246475116386805,0.037001394474710514
2017-07-24,BULL,HSCL.NS,7,7,0.05861300083924394,0.06274389534360414
2017-07-24,BULL,KEI.NS,8,13,0.07468276515134661,-0.03933907819117277
2017-07-24,BULL,KOTAKBANK.NS,9,14,0.14321899596025256,-0.01494124216800785
2017-07-24,BULL,BAJAJFINSV.NS,10,15,0.07958255262729738,0.07908190105775859
2017-08-23,BULL,UNOMINDA.NS,1,1,0.0645594588428028,0.09695289028978471
2017-08-23,BULL,GRAVITA.NS,2,2,0.0473502956044569,0.19567438865762066
2017-08-23,BULL,HSCL.NS,3,3,0.05448125992535941,0.4753379188864493
2017-08-23,BULL,HDFCBANK.NS,4,4,0.1755904669925321,0.027140541562779452
2017-08-23,BULL,HINDUNILVR.NS,5,5,0.1219836933493889,0.040965896260875434
2017-08-23,BULL,BAJFINANCE.NS,6,7,0.07477248503072817,0.045125343921119
2017-08-23,BULL,RELIANCE.NS,7,8,0.09843734467820416,0.03134284451810054
2017-08-23,BULL,MARUTI.NS,8,11,0.14192639769972326,0.0740397534976256
2017-08-23,BULL,SAMMAANCAP.NS,9,12,0.07877005814032784,0.014861051667626636
2017-08-23,BULL,INDUSINDBK.NS,10,13,0.1421285397364764,0.02611726207058096
2017-09-22,BULL,HEG.NS,1,1,0.035794751062689985,0.3509738977522847
2017-09-22,BULL,HSCL.NS,2,2,0.04842374307525904,0.13133331009568794
2017-09-22,BULL,UNOMINDA.NS,3,3,0.08272589607391011,-0.05263477243277781
2017-09-22,BULL,MARUTI.NS,4,4,0.17668413674505773,-0.026540785744419537
2017-09-22,BULL,ADANIENSOL.NS,5,5,0.059146743698111064,0.8000994479071373
2017-09-22,BULL,HDFCBANK.NS,6,6,0.20224991994723526,-0.01789828259711379
2017-09-22,BULL,HINDUNILVR.NS,7,7,0.15231781898503416,0.02483176023301703
2017-09-22,BULL,DMART.NS,8,9,0.09100349978989605,0.09861100351391916
2017-09-22,BULL,LTF.NS,9,14,0.07454059573282357,-0.03804939255397699
2017-09-22,BULL,BAJFINANCE.NS,10,16,0.07711289488998303,-0.07542412870773973
2017-10-25,BULL,HEG.NS,1,1,0.043495389562152355,0.29009548499663773
2017-10-25,BULL,ADANIENSOL.NS,2,2,0.05909561511441061,-0.11613159416717234
2017-10-25,BULL,HSCL.NS,3,3,0.05264883492339995,0.12886563887242608
2017-10-25,BULL,GRAVITA.NS,4,4,0.05087865483439903,-0.0378031215182677
2017-10-25,BULL,TATASTEEL.NS,5,6,0.1182782327749233,-0.00882825751495686
2017-10-25,BULL,HINDUNILVR.NS,6,7,0.15972678676331534,0.000591535108589893
2017-10-25,BULL,BRITANNIA.NS,7,8,0.17500559679323216,0.02773575505583059
2017-10-25,BULL,MOTHERSON.NS,8,11,0.12848917285247471,-0.04659926858169239
2017-10-25,BULL,BHARTIARTL.NS,9,12,0.10584564317288907,-0.03961495904509771
2017-10-25,BULL,ASHOKLEY.NS,10,13,0.1065360732088035,-0.10939298111603324
2017-11-23,BULL,HEG.NS,1,1,0.03618251581169763,0.1519505353780779
2017-11-23,BULL,SAREGAMA.NS,2,2,0.0348205517519443,0.019774315444637258
2017-11-23,BULL,HSCL.NS,3,4,0.04333386982341857,-0.05255513713072901
2017-11-23,BULL,TATACONSUM.NS,4,5,0.07664154071467075,0.09971032995650786
2017-11-23,BULL,TATASTEEL.NS,5,7,0.12880114587169836,-0.00410461033842535
2017-11-23,BULL,BRITANNIA.NS,6,9,0.16913508616940082,-0.009464967720695825
2017-11-23,BULL,TVSMOTOR.NS,7,10,0.14496680888114402,0.05041344970495487
2017-11-23,BULL,RELIANCE.NS,8,12,0.11665628113970837,-0.030088882165740904
2017-11-23,BULL,ADANIENSOL.NS,9,17,0.0529185375534428,0.14656307621345088
2017-11-23,BULL,MARUTI.NS,10,19,0.19654366228287448,0.14411137523737194
2017-12-22,BULL,HEG.NS,1,1,0.04361210644069862,0.48833479131750024
2017-12-22,BULL,JUBLFOOD.NS,2,2,0.10308801443296389,0.2916310460498186
2017-12-22,BULL,TATACONSUM.NS,3,5,0.08084647204674855,0.012698702604043934
2017-12-22,BULL,HFCL.NS,4,6,0.05558537069421776,0.05045892665215579
2017-12-22,BULL,TVSMOTOR.NS,5,7,0.14795712500447428,-0.09089750039818845
2017-12-22,BULL,TATASTEEL.NS,6,8,0.1373077382528821,0.09438647448025606
2017-12-22,BULL,ADANIENSOL.NS,7,11,0.0555926213361636,-0.056919409587113945
2017-12-22,BULL,MARUTI.NS,8,12,0.15912197319488136,-0.033608218681129176
2017-12-22,BULL,BRITANNIA.NS,9,16,0.1524652851189131,-0.004148839483678611
